# fleet rung2 formation=V w_form=0.3 v=0.250
t,gt_x1,gt_y1,estpx1,estpy1,dx1,dy1,obsvx1,obsvy1,x0vx1,x0vy1,tgt1x1,tgt1y1,seed1,cmd1,ksend1,slotx1,sloty1,gt_x2,gt_y2,estpx2,estpy2,dx2,dy2,obsvx2,obsvy2,x0vx2,x0vy2,tgt1x2,tgt1y2,seed2,cmd2,ksend2,slotx2,sloty2,gt_x3,gt_y3,estpx3,estpy3,dx3,dy3,obsvx3,obsvy3,x0vx3,x0vy3,tgt1x3,tgt1y3,seed3,cmd3,ksend3,slotx3,sloty3
126.8020,3.96217,-0.40813,1.72155,-0.35926,-2.24062,0.04887,0.16805,-0.08451,0.19120,-0.05091,1.74043,-0.36597,-0.39827,-0.44673,10.00000,9.46667,0.00006,3.42329,0.37282,1.96337,-0.52308,-1.45992,-0.89589,0.21059,-0.02946,0.22306,-0.03125,1.98615,-0.52526,-0.01212,0.00176,10.00000,8.76660,0.49997,3.15498,-0.42308,1.69422,0.46242,-1.46076,0.88550,0.15950,0.05282,0.17082,0.05850,1.71091,0.46875,0.40988,0.41018,10.00000,8.76673,-0.50003
126.9020,3.98195,-0.41790,1.73976,-0.36834,-2.24219,0.04957,0.20438,-0.09072,0.19450,-0.06087,1.75885,-0.37600,-0.45883,-0.49971,10.00000,9.46667,0.00006,3.44849,0.37089,1.98644,-0.52482,-1.46205,-0.89571,0.24503,-0.00875,0.22855,-0.02563,2.00971,-0.52647,0.00473,0.01842,10.00000,8.76660,0.49997,3.17313,-0.41585,1.71095,0.46904,-1.46218,0.88489,0.17354,0.08125,0.17150,0.06419,1.72780,0.47577,0.40235,0.39798,10.00000,8.76673,-0.50003
127.0020,4.00462,-0.42864,1.75816,-0.37739,-2.24646,0.05125,0.18100,-0.08642,0.19112,-0.06726,1.77687,-0.38567,-0.50335,-0.53984,10.00000,9.46667,0.00006,3.47522,0.37061,2.00721,-0.52501,-1.46800,-0.89562,0.21363,0.00759,0.22482,-0.01732,2.03015,-0.52593,0.02237,0.03543,10.00000,8.76660,0.49997,3.19209,-0.40649,1.72474,0.47603,-1.46735,0.88252,0.13728,0.07682,0.16294,0.06735,1.74148,0.48288,0.39930,0.38011,10.00000,8.76673,-0.50003
127.1020,4.02526,-0.43878,1.77668,-0.38653,-2.24858,0.05225,0.17403,-0.09212,0.18685,-0.07347,1.79494,-0.39540,-0.54040,-0.57320,10.00000,9.46667,0.00006,3.50182,0.37242,2.03130,-0.52337,-1.47052,-0.89579,0.22558,0.01136,0.22501,-0.01015,2.05426,-0.52370,0.03726,0.04856,10.00000,8.76660,0.49997,3.20990,-0.39659,1.74081,0.48495,-1.46910,0.88154,0.14940,0.08030,0.15956,0.07058,1.75741,0.49191,0.38920,0.36470,10.00000,8.76673,-0.50003
127.2020,4.04455,-0.45081,1.79425,-0.39758,-2.25030,0.05324,0.18805,-0.13393,0.18715,-0.08858,1.81249,-0.40779,-0.57056,-0.60022,10.00000,9.46667,0.00006,3.52862,0.37271,2.05594,-0.52311,-1.47268,-0.89581,0.27315,-0.00837,0.23705,-0.00971,2.07996,-0.52341,0.04894,0.05792,10.00000,8.76660,0.49997,3.22766,-0.38846,1.75712,0.49236,-1.47054,0.88082,0.18703,0.07627,0.16643,0.07201,1.77443,0.49928,0.36657,0.33919,10.00000,8.76673,-0.50003
127.3020,4.06433,-0.46605,1.81049,-0.41062,-2.25383,0.05543,0.14876,-0.12646,0.17755,-0.09805,1.82788,-0.42161,-0.59980,-0.62434,10.00000,9.46667,0.00006,3.55760,0.37160,2.07847,-0.52380,-1.47913,-0.89540,0.21489,-0.01704,0.23151,-0.01154,2.10199,-0.52425,0.05776,0.06651,10.00000,8.76660,0.49997,3.24851,-0.38131,1.77251,0.49721,-1.47600,0.87853,0.15363,0.03499,0.16323,0.06275,1.78947,0.50318,0.33463,0.30616,10.00000,8.76673,-0.50003
127.4020,4.08090,-0.48070,1.82547,-0.42384,-2.25543,0.05686,0.14419,-0.12418,0.16921,-0.10458,1.84213,-0.43532,-0.62700,-0.64421,10.00000,9.46667,0.00006,3.58350,0.36957,2.10185,-0.52554,-1.48164,-0.89511,0.21952,-0.01020,0.22851,-0.01120,2.12510,-0.52591,0.07002,0.07938,10.00000,8.76660,0.49997,3.26855,-0.37735,1.79069,0.50090,-1.47786,0.87824,0.16983,0.03733,0.16488,0.05640,1.80770,0.50621,0.29901,0.27300,10.00000,8.76673,-0.50003
127.5020,4.09801,-0.49458,1.84115,-0.43658,-2.25686,0.05800,0.17758,-0.13264,0.17130,-0.11160,1.85803,-0.44858,-0.64906,-0.65740,10.00000,9.46667,0.00006,3.60956,0.36980,2.12570,-0.52535,-1.48386,-0.89515,0.25318,0.01363,0.23468,-0.00500,2.14948,-0.52513,0.08358,0.09443,10.00000,8.76660,0.49997,3.28831,-0.37228,1.80897,0.50552,-1.47934,0.87780,0.19458,0.06015,0.17230,0.05733,1.82666,0.51083,0.26336,0.24044,10.00000,8.76673,-0.50003
127.6020,4.11793,-0.50933,1.85743,-0.44905,-2.26050,0.06028,0.15976,-0.11808,0.16841,-0.11322,1.87408,-0.46106,-0.65487,-0.65636,10.00000,9.46667,0.00006,3.63704,0.37181,2.14712,-0.52373,-1.48992,-0.89554,0.21686,0.02364,0.23022,0.00216,2.17048,-0.52286,0.09984,0.11135,10.00000,8.76660,0.49997,3.31002,-0.36573,1.82512,0.51026,-1.48490,0.87599,0.16200,0.05409,0.16973,0.05652,1.84261,0.51538,0.23899,0.21593,10.00000,8.76673,-0.50003
127.7040,4.13689,-0.52269,1.87458,-0.46112,-2.26231,0.06156,0.15705,-0.11739,0.16557,-0.11426,1.89102,-0.47310,-0.65663,-0.65164,10.00000,9.46667,0.00006,3.66371,0.37541,2.17127,-0.52046,-1.49244,-0.89588,0.22551,0.02592,0.22904,0.00810,2.19449,-0.51904,0.11416,0.12662,10.00000,8.76660,0.49997,3.33061,-0.35894,1.84368,0.51633,-1.48694,0.87527,0.17125,0.05025,0.17011,0.05496,1.86120,0.52119,0.21787,0.19342,10.00000,8.76673,-0.50003
127.8040,4.15469,-0.53716,1.89093,-0.47442,-2.26375,0.06275,0.17451,-0.15717,0.16781,-0.12499,1.90762,-0.48717,-0.65078,-0.64063,10.00000,9.46667,0.00006,3.69058,0.37741,2.19598,-0.51863,-1.49460,-0.89604,0.27449,0.00909,0.24040,0.00835,2.22015,-0.51711,0.12664,0.14014,10.00000,8.76660,0.49997,3.35108,-0.35452,1.86247,0.52035,-1.48861,0.87486,0.20968,0.03348,0.18000,0.04959,1.88091,0.52465,0.19554,0.16966,10.00000,8.76673,-0.50003
127.9020,4.17264,-0.55356,1.90615,-0.48858,-2.26649,0.06498,0.13900,-0.13586,0.16061,-0.12771,1.92228,-0.50135,-0.63623,-0.61976,10.00000,9.46667,0.00006,3.71931,0.37826,2.21810,-0.51782,-1.50121,-0.89608,0.21000,-0.00234,0.23280,0.00568,2.24152,-0.51642,0.14030,0.15706,10.00000,8.76660,0.49997,3.37368,-0.35150,1.87954,0.52209,-1.49415,0.87360,0.16592,0.01338,0.17648,0.04054,1.89758,0.52553,0.16568,0.14065,10.00000,8.76673,-0.50003
128.0020,4.18832,-0.56828,1.92025,-0.50174,-2.26807,0.06653,0.13660,-0.12471,0.15460,-0.12696,1.93595,-0.51422,-0.61401,-0.59126,10.00000,9.46667,0.00006,3.74544,0.37811,2.24167,-0.51786,-1.50377,-0.89598,0.21591,0.00574,0.22858,0.00569,2.26465,-0.51630,0.16112,0.18155,10.00000,8.76660,0.49997,3.39456,-0.34990,1.89846,0.52361,-1.49609,0.87351,0.17852,0.02045,0.17699,0.03551,1.91648,0.52658,0.13553,0.11375,10.00000,8.76673,-0.50003
128.1020,4.20477,-0.58137,1.93527,-0.51361,-2.26950,0.06776,0.16859,-0.12311,0.15810,-0.12600,1.95135,-0.52578,-0.58553,-0.55698,10.00000,9.46667,0.00006,3.77024,0.38034,2.26435,-0.51581,-1.50589,-0.89615,0.24213,0.03375,0.23197,0.01271,2.28756,-0.51348,0.18611,0.21026,10.00000,8.76660,0.49997,3.41551,-0.34662,1.91777,0.52658,-1.49773,0.87320,0.20965,0.04331,0.18515,0.03746,1.93655,0.52967,0.10612,0.08872,10.00000,8.76673,-0.50003
128.2020,4.22396,-0.59421,1.95012,-0.52420,-2.27384,0.07000,0.15021,-0.09767,0.15613,-0.11892,1.96668,-0.53553,-0.54901,-0.50674,10.00000,9.46667,0.00006,3.79697,0.38509,2.28427,-0.51205,-1.51270,-0.89714,0.20053,0.04738,0.22411,0.02138,2.30670,-0.50882,0.21571,0.24379,10.00000,8.76660,0.49997,3.43812,-0.34248,1.93421,0.52925,-1.50391,0.87174,0.16627,0.03048,0.18043,0.03572,1.95256,0.53212,0.08757,0.07046,10.00000,8.76673,-0.50003
128.3020,4.24295,-0.60437,1.96747,-0.53340,-2.27548,0.07097,0.16467,-0.08935,0.15826,-0.11152,1.98439,-0.54388,-0.51449,-0.46833,10.00000,9.46667,0.00006,3.82185,0.39175,2.30691,-0.50598,-1.51494,-0.89773,0.21228,0.05259,0.22115,0.02918,2.32900,-0.50198,0.24333,0.27315,10.00000,8.76660,0.49997,3.45975,-0.33839,1.95370,0.53293,-1.50605,0.87132,0.17880,0.02518,0.18003,0.03308,1.97206,0.53549,0.07308,0.05480,10.00000,8.76673,-0.50003
128.4020,4.26292,-0.61502,1.98598,-0.54318,-2.27694,0.07184,0.20257,-0.11669,0.16934,-0.11281,2.00396,-0.55358,-0.47183,-0.42629,10.00000,9.46667,0.00006,3.84757,0.39718,2.33066,-0.50093,-1.51691,-0.89811,0.26379,0.04490,0.23181,0.03311,2.35361,-0.49648,0.27078,0.29992,10.00000,8.76660,0.49997,3.48060,-0.33694,1.97288,0.53424,-1.50772,0.87118,0.21617,0.00140,0.18906,0.02516,1.99220,0.53606,0.05749,0.03712,10.00000,8.76673,-0.50003
128.5040,4.28561,-0.62729,2.00522,-0.55385,-2.28038,0.07344,0.17160,-0.10192,0.16990,-0.11009,2.02329,-0.56380,-0.42200,-0.37766,10.00000,9.46667,0.00006,3.87570,0.40235,2.35252,-0.49632,-1.52319,-0.89868,0.20181,0.03428,0.22431,0.03340,2.37469,-0.49172,0.30115,0.33076,10.00000,8.76660,0.49997,3.50490,-0.33726,1.99173,0.53346,-1.51318,0.87072,0.17271,-0.00991,0.18497,0.01639,2.01071,0.53452,0.03422,0.01574,10.00000,8.76673,-0.50003
128.6020,4.30492,-0.63748,2.02257,-0.56286,-2.28235,0.07462,0.17193,-0.08752,0.17041,-0.10445,2.04070,-0.57211,-0.36964,-0.32715,10.00000,9.46667,0.00006,3.90003,0.40676,2.37441,-0.49226,-1.52563,-0.89902,0.20354,0.04684,0.21912,0.03676,2.39609,-0.48722,0.33680,0.36554,10.00000,8.76660,0.49997,3.52626,-0.33827,2.01110,0.53260,-1.51517,0.87087,0.18683,-0.00159,0.18544,0.01190,2.03015,0.53330,0.01190,-0.00252,10.00000,8.76673,-0.50003
128.7020,4.32555,-0.64586,2.04137,-0.57035,-2.28419,0.07551,0.21140,-0.07551,0.18066,-0.09721,2.06042,-0.57880,-0.31738,-0.27710,10.00000,9.46667,0.00006,3.92315,0.41381,2.39551,-0.48581,-1.52764,-0.89962,0.22478,0.08213,0.22053,0.04810,2.41723,-0.47970,0.37270,0.39955,10.00000,8.76660,0.49997,3.54783,-0.33754,2.03091,0.53322,-1.51692,0.87076,0.22380,0.01711,0.19503,0.01320,2.05094,0.53402,-0.00843,-0.02009,10.00000,8.76673,-0.50003
128.8040,4.35001,-0.65343,2.06014,-0.57691,-2.28987,0.07651,0.18538,-0.05610,0.18184,-0.08694,2.07929,-0.58432,-0.26760,-0.22932,10.00000,9.46667,0.00006,3.94773,0.42380,2.41369,-0.47849,-1.53403,-0.90229,0.18165,0.08268,0.21081,0.05675,2.43448,-0.47161,0.40635,0.43102,10.00000,8.76660,0.49997,3.57229,-0.33622,2.04864,0.53379,-1.52365,0.87001,0.18005,0.01228,0.19128,0.01297,2.06838,0.53456,-0.01939,-0.03081,10.00000,8.76673,-0.50003
128.9040,4.37327,-0.65831,2.08134,-0.58134,-2.29193,0.07697,0.19786,-0.04622,0.18584,-0.07676,2.10085,-0.58775,-0.23105,-0.19379,10.00000,9.46667,0.00006,3.97019,0.43496,2.43412,-0.46832,-1.53607,-0.90328,0.19159,0.08917,0.20601,0.06485,2.45443,-0.46075,0.43207,0.45361,10.00000,8.76660,0.49997,3.59542,-0.33428,2.06953,0.53552,-1.52588,0.86980,0.19658,0.00870,0.19261,0.01190,2.08943,0.53613,-0.02863,-0.04197,10.00000,8.76673,-0.50003
129.0040,4.39675,-0.66409,2.10306,-0.58660,-2.29368,0.07748,0.23625,-0.06908,0.19844,-0.07484,2.12368,-0.59275,-0.19671,-0.16224,10.00000,9.46667,0.00006,3.99353,0.44475,2.45566,-0.45925,-1.53787,-0.90401,0.24048,0.08843,0.21463,0.07075,2.47667,-0.45120,0.45330,0.46955,10.00000,8.76660,0.49997,3.61883,-0.33474,2.09107,0.53509,-1.52776,0.86982,0.23827,-0.01840,0.20402,0.00433,2.11197,0.53500,-0.04053,-0.05568,10.00000,8.76673,-0.50003
129.1040,4.42231,-0.67095,2.12459,-0.59257,-2.29772,0.07838,0.19668,-0.05885,0.19800,-0.07084,2.14515,-0.59824,-0.16069,-0.12820,10.00000,9.46667,0.00006,4.01912,0.45434,2.47548,-0.45141,-1.54364,-0.90575,0.18476,0.06476,0.20716,0.06925,2.49575,-0.44351,0.47120,0.48506,10.00000,8.76660,0.49997,3.64502,-0.33715,2.11100,0.53254,-1.53402,0.86969,0.18722,-0.02611,0.19982,-0.00328,2.13149,0.53177,-0.06118,-0.07721,10.00000,8.76673,-0.50003
129.2040,4.44468,-0.67663,2.14468,-0.59755,-2.29999,0.07907,0.19528,-0.04409,0.19732,-0.06415,2.16519,-0.60253,-0.12180,-0.09161,10.00000,9.46667,0.00006,4.04149,0.46235,2.49563,-0.44413,-1.54586,-0.90648,0.18618,0.07709,0.20191,0.07121,2.51536,-0.43606,0.48896,0.50178,10.00000,8.76660,0.49997,3.66826,-0.33997,2.13209,0.53006,-1.53616,0.87002,0.20235,-0.01694,0.20045,-0.00670,2.15261,0.52896,-0.08196,-0.09738,10.00000,8.76673,-0.50003
129.3040,4.46767,-0.67996,2.16563,-0.60050,-2.30204,0.07946,0.23370,-0.02268,0.20642,-0.05378,2.18694,-0.60450,-0.08510,-0.05722,10.00000,9.46667,0.00006,4.06253,0.47264,2.51489,-0.43473,-1.54764,-0.90737,0.20270,0.11326,0.20211,0.08172,2.53458,-0.42577,0.50455,0.51703,10.00000,8.76660,0.49997,3.69234,-0.34086,2.15422,0.52919,-1.53812,0.87005,0.24520,0.00168,0.21164,-0.00460,2.17567,0.52821,-0.10450,-0.11908,10.00000,8.76673,-0.50003
129.4020,4.49344,-0.68164,2.18522,-0.60227,-2.30822,0.07937,0.20216,-0.01042,0.20535,-0.04294,2.20643,-0.60528,-0.05150,-0.02630,10.00000,9.46667,0.00006,4.08431,0.48513,2.53130,-0.42545,-1.55301,-0.91058,0.16578,0.09759,0.19303,0.08569,2.55074,-0.41592,0.52011,0.52815,10.00000,8.76660,0.49997,3.71803,-0.34129,2.17248,0.52845,-1.54555,0.86975,0.19323,-0.00283,0.20704,-0.00416,2.19346,0.52740,-0.11962,-0.13839,10.00000,8.76673,-0.50003
129.5020,4.51824,-0.68136,2.20774,-0.60198,-2.31050,0.07938,0.20985,-0.00129,0.20648,-0.03253,2.22905,-0.60408,-0.02786,-0.00489,10.00000,9.46667,0.00006,4.10513,0.49808,2.55016,-0.41366,-1.55496,-0.91174,0.17966,0.10695,0.18969,0.09101,2.56940,-0.40364,0.53092,0.53879,10.00000,8.76660,0.49997,3.74282,-0.34146,2.19482,0.52828,-1.54800,0.86974,0.20557,-0.01069,0.20667,-0.00579,2.21570,0.52694,-0.13602,-0.16022,10.00000,8.76673,-0.50003
129.6020,4.54308,-0.68211,2.23066,-0.60264,-2.31242,0.07947,0.25006,-0.01877,0.21737,-0.02909,2.25293,-0.60444,-0.00649,0.01280,10.00000,9.46667,0.00006,4.12729,0.51021,2.57055,-0.40251,-1.55674,-0.91272,0.23312,0.11662,0.20055,0.09741,2.59074,-0.39194,0.53627,0.54310,10.00000,8.76660,0.49997,3.76686,-0.34453,2.21690,0.52543,-1.54996,0.86995,0.23796,-0.04747,0.21449,-0.01621,2.23839,0.52304,-0.15814,-0.18798,10.00000,8.76673,-0.50003
129.7020,4.57019,-0.68393,2.25298,-0.60440,-2.31721,0.07953,0.20823,-0.02186,0.21509,-0.02728,2.27504,-0.60602,0.01333,0.02987,10.00000,9.46667,0.00006,4.15164,0.52245,2.58925,-0.39297,-1.56239,-0.91542,0.18420,0.08368,0.19646,0.09398,2.60903,-0.38273,0.53998,0.54624,10.00000,8.76660,0.49997,3.79271,-0.35037,2.23621,0.52013,-1.55650,0.87050,0.17927,-0.04972,0.20569,-0.02459,2.25682,0.51688,-0.19484,-0.22820,10.00000,8.76673,-0.50003
129.8040,4.59456,-0.68596,2.27489,-0.60613,-2.31966,0.07983,0.20623,-0.01224,0.21287,-0.02352,2.29676,-0.60739,0.03437,0.04872,10.00000,9.46667,0.00006,4.17479,0.53284,2.61011,-0.38352,-1.56468,-0.91636,0.19067,0.09428,0.19501,0.09405,2.62969,-0.37327,0.54495,0.55107,10.00000,8.76660,0.49997,3.81563,-0.35647,2.25707,0.51461,-1.55856,0.87108,0.19591,-0.04420,0.20324,-0.02949,2.27735,0.51085,-0.23680,-0.26959,10.00000,8.76673,-0.50003
129.9020,4.61820,-0.68589,2.29650,-0.60602,-2.32171,0.07987,0.24274,0.01163,0.22034,-0.01473,2.31902,-0.60651,0.05105,0.06415,10.00000,9.46667,0.00006,4.19597,0.54481,2.62954,-0.37257,-1.56643,-0.91738,0.20827,0.13249,0.19833,0.10366,2.64934,-0.36149,0.54911,0.55526,10.00000,8.76660,0.49997,3.83863,-0.36081,2.27825,0.51053,-1.56038,0.87134,0.23992,-0.03400,0.21241,-0.03062,2.29921,0.50655,-0.28047,-0.31149,10.00000,8.76673,-0.50003
130.0040,4.64602,-0.68398,2.31812,-0.60525,-2.32790,0.07873,0.21201,0.01482,0.21826,-0.00735,2.34046,-0.60512,0.06730,0.07799,10.00000,9.46667,0.00006,4.21950,0.56028,2.64703,-0.36085,-1.57247,-0.92113,0.17015,0.11980,0.19128,0.10769,2.66615,-0.34951,0.55626,0.55954,10.00000,8.76660,0.49997,3.86451,-0.36545,2.29677,0.50644,-1.56774,0.87189,0.18587,-0.03838,0.20578,-0.03256,2.31692,0.50218,-0.31530,-0.34917,10.00000,8.76673,-0.50003
130.1020,4.67110,-0.68090,2.34083,-0.60243,-2.33027,0.07847,0.21870,0.02127,0.21837,-0.00019,2.36318,-0.60173,0.07638,0.08514,10.00000,9.46667,0.00006,4.24065,0.57520,2.66620,-0.34732,-1.57444,-0.92252,0.18246,0.12059,0.18908,0.11092,2.68513,-0.33581,0.55870,0.55719,10.00000,8.76660,0.49997,3.88761,-0.37027,2.31751,0.50208,-1.57010,0.87235,0.19174,-0.05323,0.20227,-0.03773,2.33716,0.49725,-0.34724,-0.38516,10.00000,8.76673,-0.50003
130.2040,4.69690,-0.67924,2.36506,-0.60087,-2.33183,0.07837,0.26174,0.00330,0.22921,0.00068,2.38837,-0.60014,0.08500,0.09040,10.00000,9.46667,0.00006,4.26314,0.58820,2.68691,-0.33539,-1.57623,-0.92359,0.23405,0.11947,0.20032,0.11306,2.70681,-0.32380,0.55747,0.54969,10.00000,8.76660,0.49997,3.90979,-0.37870,2.33781,0.49431,-1.57197,0.87301,0.20953,-0.10144,0.20408,-0.05366,2.35768,0.48778,-0.38414,-0.42658,10.00000,8.76673,-0.50003
130.3040,4.72555,-0.67896,2.38762,-0.60094,-2.33793,0.07802,0.21316,-0.00727,0.22520,-0.00131,2.41056,-0.60040,0.09097,0.09416,10.00000,9.46667,0.00006,4.28771,0.60060,2.70588,-0.32583,-1.58182,-0.92643,0.17751,0.08207,0.19462,0.10531,2.72526,-0.31505,0.54628,0.53391,10.00000,8.76660,0.49997,3.93143,-0.39058,2.35281,0.48463,-1.57862,0.87521,0.13546,-0.09112,0.18693,-0.06302,2.37108,0.47714,-0.43320,-0.47732,10.00000,8.76673,-0.50003
130.4020,4.74995,-0.67952,2.40961,-0.60136,-2.34033,0.07816,0.21254,-0.00021,0.22203,-0.00103,2.43228,-0.60080,0.09606,0.09845,10.00000,9.46667,0.00006,4.30951,0.61046,2.72561,-0.31687,-1.58390,-0.92733,0.18153,0.09168,0.19135,0.10190,2.74468,-0.30650,0.52936,0.51483,10.00000,8.76660,0.49997,3.94861,-0.40209,2.36848,0.47417,-1.58012,0.87626,0.14760,-0.09703,0.17710,-0.07152,2.38582,0.46587,-0.48409,-0.52515,10.00000,8.76673,-0.50003
130.5040,4.77533,-0.67812,2.43286,-0.60007,-2.34247,0.07805,0.24886,0.02557,0.22874,0.00562,2.45612,-0.59893,0.09803,0.10176,10.00000,9.46667,0.00006,4.33030,0.62211,2.74477,-0.30622,-1.58553,-0.92833,0.20159,0.12735,0.19391,0.10826,2.76407,-0.29543,0.50779,0.49212,10.00000,8.76660,0.49997,3.96678,-0.41328,2.38527,0.46378,-1.58151,0.87706,0.18259,-0.10284,0.17847,-0.07935,2.40267,0.45474,-0.53605,-0.57073,10.00000,8.76673,-0.50003
130.6020,4.80263,-0.67494,2.45406,-0.59799,-2.34857,0.07695,0.21496,0.02857,0.22530,0.01136,2.47701,-0.59642,0.10338,0.10624,10.00000,9.46667,0.00006,4.35255,0.63616,2.76142,-0.29538,-1.59113,-0.93154,0.16292,0.11037,0.18616,0.10879,2.78007,-0.28476,0.48979,0.46946,10.00000,8.76660,0.49997,3.98626,-0.42451,2.39946,0.45499,-1.58680,0.87950,0.15402,-0.08355,0.17236,-0.08040,2.41619,0.44585,-0.57236,-0.60515,10.00000,8.76673,-0.50003
130.7040,4.82880,-0.67041,2.47771,-0.59388,-2.35108,0.07653,0.21692,0.03368,0.22320,0.01694,2.50049,-0.59190,0.10543,0.10686,10.00000,9.46667,0.00006,4.37264,0.64921,2.77956,-0.28362,-1.59308,-0.93283,0.17097,0.10465,0.18236,0.10776,2.79846,-0.27331,0.46908,0.43625,10.00000,8.76660,0.49997,4.00614,-0.43523,2.41696,0.44549,-1.58918,0.88073,0.15800,-0.09635,0.16877,-0.08439,2.43364,0.43579,-0.60040,-0.62376,10.00000,8.76673,-0.50003
130.8040,4.85443,-0.66752,2.50129,-0.59123,-2.35315,0.07629,0.25857,0.01611,0.23204,0.01673,2.52485,-0.58935,0.10799,0.10678,10.00000,9.46667,0.00006,4.39343,0.65980,2.79866,-0.27398,-1.59477,-0.93378,0.21653,0.09599,0.19090,0.10481,2.81846,-0.26413,0.44411,0.40629,10.00000,8.76660,0.49997,4.02383,-0.44806,2.43320,0.43371,-1.59063,0.88177,0.17393,-0.14223,0.17006,-0.09885,2.45000,0.42266,-0.62739,-0.64878,10.00000,8.76673,-0.50003
130.9020,4.88271,-0.66596,2.52267,-0.59028,-2.36003,0.07568,0.21515,0.00303,0.22782,0.01331,2.54586,-0.58874,0.10535,0.10356,10.00000,9.46667,0.00006,4.41677,0.66915,2.81664,-0.26733,-1.60013,-0.93648,0.17687,0.05366,0.18740,0.09203,2.83620,-0.25879,0.40214,0.36275,10.00000,8.76660,0.49997,4.04258,-0.46388,2.44725,0.42133,-1.59533,0.88521,0.13387,-0.12391,0.16101,-0.10511,2.46325,0.40976,-0.64922,-0.66691,10.00000,8.76673,-0.50003
131.0040,4.90953,-0.66558,2.54688,-0.58983,-2.36265,0.07575,0.22151,0.00880,0.22624,0.01218,2.56992,-0.58839,0.10574,0.10452,10.00000,9.46667,0.00006,4.43919,0.67507,2.83699,-0.26192,-1.60220,-0.93698,0.19375,0.05480,0.18898,0.08272,2.85673,-0.25431,0.35448,0.31765,10.00000,8.76660,0.49997,4.05968,-0.47951,2.46281,0.40721,-1.59688,0.88672,0.15017,-0.12757,0.15830,-0.11073,2.47859,0.39521,-0.66750,-0.67885,10.00000,8.76673,-0.50003
131.1020,4.93511,-0.66315,2.57034,-0.58761,-2.36477,0.07555,0.25732,0.03643,0.23401,0.01824,2.59406,-0.58565,0.10511,0.10602,10.00000,9.46667,0.00006,4.46190,0.68202,2.85796,-0.25560,-1.60394,-0.93762,0.22755,0.07934,0.19863,0.08187,2.87856,-0.24819,0.30701,0.27472,10.00000,8.76660,0.49997,4.07805,-0.49371,2.47966,0.39414,-1.59839,0.88786,0.19247,-0.13629,0.16684,-0.11712,2.49621,0.38166,-0.68101,-0.68477,10.00000,8.76673,-0.50003
131.2020,4.96335,-0.65945,2.59150,-0.58546,-2.37185,0.07399,0.21056,0.02607,0.22815,0.02020,2.61468,-0.58336,0.10909,0.11080,10.00000,9.46667,0.00006,4.48754,0.69066,2.87628,-0.24922,-1.61126,-0.93988,0.18831,0.07120,0.19605,0.07921,2.89665,-0.24220,0.27124,0.24021,10.00000,8.76660,0.49997,4.09753,-0.50818,2.49344,0.38335,-1.60409,0.89153,0.14880,-0.10770,0.16233,-0.11476,2.50961,0.37118,-0.68105,-0.67969,10.00000,8.76673,-0.50003
131.3040,4.98996,-0.65483,2.61556,-0.58130,-2.37440,0.07354,0.21912,0.03151,0.22589,0.02303,2.63852,-0.57897,0.11112,0.11330,10.00000,9.46667,0.00006,4.51132,0.69908,2.89777,-0.24166,-1.61355,-0.94074,0.19986,0.06384,0.19700,0.07536,2.91823,-0.23513,0.23915,0.20808,10.00000,8.76660,0.49997,4.11738,-0.52167,2.51141,0.37112,-1.60597,0.89279,0.15836,-0.11863,0.16134,-0.11573,2.52751,0.35897,-0.67396,-0.66855,10.00000,8.76673,-0.50003
131.4020,5.01563,-0.65234,2.63921,-0.57899,-2.37641,0.07335,0.26291,0.01009,0.23515,0.01979,2.66295,-0.57692,0.11518,0.11777,10.00000,9.46667,0.00006,4.53547,0.70469,2.91995,-0.23658,-1.61552,-0.94127,0.24596,0.04157,0.20924,0.06691,2.94149,-0.23091,0.20992,0.17820,10.00000,8.76660,0.49997,4.13519,-0.53658,2.52788,0.35737,-1.60731,0.89395,0.17459,-0.16517,0.16465,-0.12809,2.54431,0.34428,-0.66647,-0.65695,10.00000,8.76673,-0.50003
131.5020,5.04541,-0.65142,2.66042,-0.57892,-2.38499,0.07250,0.21211,-0.00494,0.22939,0.01361,2.68359,-0.57729,0.11742,0.12355,10.00000,9.46667,0.00006,4.56075,0.70832,2.93899,-0.23441,-1.62177,-0.94273,0.18782,0.01346,0.20388,0.05355,2.96004,-0.22999,0.17889,0.14721,10.00000,8.76660,0.49997,4.15449,-0.55500,2.54194,0.34318,-1.61255,0.89819,0.12861,-0.13534,0.15564,-0.12990,2.55766,0.33017,-0.65517,-0.63820,10.00000,8.76673,-0.50003
131.6020,5.07221,-0.65135,2.68456,-0.57876,-2.38765,0.07259,0.21796,0.00567,0.22653,0.01162,2.70742,-0.57715,0.12768,0.13833,10.00000,9.46667,0.00006,4.58511,0.70950,2.96108,-0.23329,-1.62403,-0.94279,0.20507,0.01396,0.20418,0.04365,2.98216,-0.22978,0.14003,0.11254,10.00000,8.76660,0.49997,4.17169,-0.57121,2.55759,0.32859,-1.61410,0.89981,0.14645,-0.12730,0.15334,-0.12925,2.57320,0.31588,-0.63138,-0.60720,10.00000,8.76673,-0.50003
